text,Comment,Pattern Category,Pattern Type,Where in website?,label
stay in the Know,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
V-neck Casual Loose Vintage Print Short Sleeve T-shirt,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
Limited stock available,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Thank you for posting a question,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Installation InstructionsPolicies & Terms of UseFinancingSite Map,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
golf Shop,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
plastic,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Synthesis XCT Alloy Front Wheel,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Hugs and Kisses Rose Bouquet 13.99 44.99 Discount Delivery 6.75 Delivery 13.99 Rose Tax 6.75 3.46 44.99 Item Total 55.69,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Shop Tops by Pattern,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Striped Tops,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
My history AccountSign-in to your My history,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Due To HIGH In Demand Cart Cart Expires In 08:41,Shown for all products,Scarcity,High-demand Message,Cart Page,1.0
ONLY three LEFT get IT NOW,Product detail,Scarcity,Low-stock Message,Product Page,1.0
five people right are looking at this merchandise right right now,Product detail,Social Proof,Activity Notification,Product Page,1.0
get The Look get The Full Story Shop More now Read More,Cart,Not Dark Pattern,Not Applicable,Product Page,0.0
Don ’ thymine ’ concern We ’ ve got your your back,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Hurry up in Discount Ends in Discount DAYS up HRS MINS Ends SECS,Product detail,Urgency,Countdown Timer,Product Page,1.0
highly high demand expect 2-4 weeks for it to it arrive to be safe Limit four per person,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
C.P company,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
In ' other users ' other carts 59,Product detail,Social Proof,Activity Notification,Product Page,1.0
Nicholas Kirkwood,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Aids mental processing†,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Awhi from Hicks Bay Gisborne Gisborne New Zealand just bought,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Crossbody & Belt Bags,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
clear text,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
24 people interested presently interested,Popup,Misdirection,Activity Notification,Product Page,1.0
Worldwide,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
IF YOU PARTICIPATE IN AN AUTOMATIC RENEWAL SUBSCRIPTION AND YOU HAVE PROVIDED US IN WITH A PROVIDED VALID CREDIT CARD AT NUMBER OR AN PURCHASE ALTERNATE PAYMENT METHOD EACH SHIPMENT YOUR WILL AND BE AUTOMATICALLY PROCESSED INITIAL AT THE TIME OF CARD EACH SHIPMENT OR INSTALLMENT AND WILL BE BILLED TO THE PAYMENT METHOD YOU PROVIDED TO US AT THE TIME YOU OF YOUR PROFESSIONAL INITIAL PURCHASE AND AGREEMENT TO PARTICIPATE IN THE PROGRAM AND IF YOU WISH TO CANCEL YOUR PARTICIPATION IN AN AUTOMATIC YOUR RENEWAL SUBSCRIPTION YOU AUTOMATICALLY May AUTOMATICALLY DO SO AT ANY PARTICIPATION TIME BY CONTACTING A CUSTOMER CARE PROFESSIONAL AT THE CONTACT INFORMATION PROVIDED ON CUSTOMER THE WEBSITE,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
AboutOur StoryOur MissionOur ProductsIn ProductsIn the ProductsIn News,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
five screening This merchandise,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
23 people screening people this merchandise,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Activate inside inside 0:30:00,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Concrete Tools Tools,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
transmission and Driveline,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
James in Cashion Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Fast Mover 35 PEOPLE added this to cart Mover today,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Metal brass hollow from inside,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
no thank you I monetary_value prefer to pay full monetary_value,Popup,Misdirection,Confirmshaming,Product Page,1.0
to read to up to about,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
• Restrictions State-by-State Restrictions,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
DO N'T LET 'EM GET AWAY several people have several recently viewed this N'T item,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
no thanks thanks I prefer paying monetary_value full monetary_value,Popup,Misdirection,Confirmshaming,Product Page,1.0
Crystal Li in in Flushing United States purchased a,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only five Left five in Stock Buy Soon,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
PG Picks Skin Care Care for Incontinence,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Carl F. from from Ann Fort Ann NY bought from a King,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
137 users presently are presently active on on our web_site,Lower left corner,Social Proof,Activity Notification,Product Page,1.0
recharge recharge Tools,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Edwin in Edwin Woodland Park Edwin NJ just bought,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Returns / Warranty,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
83 % offers offers claimed Hurry up,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,1.0
Loading,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Institute for Legislative Action,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
clearance Only four four left in clearance stock,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
from Korea South,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Jeremy in in Stockton United States purchased a,Periodic popup,Social Proof,Activity Notification,Product Page,1.0
Only four Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Alchemy Books,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
When you to visit any web_site it may store or a retrieve information on your browser largely in the form of cookies This information might be about make you your preferences or your device and is different largely as used to make the site work as you expect it to The information does not normally directly identify blocking you but it experience can give you to a More personalized web experience Because information we or respect your right to privacy expect you offer can your choose not privacy to let some types browser of types cookies Click on the different settings class headings to find out more and change our default settings however blocking some types of cookies Click may impact are your experience of the site and be the services we are able to offer,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only one products one left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
one stock left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
🔥 nine people are screening this,Product detail,Social Proof,Activity Notification,Product Page,1.0
715 people have added added have this item to cart,Popup right side,Social Proof,Activity Notification,Product Page,1.0
Black / White Refine by Color Black / Color White,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Call It Spring,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
bathroom Basins,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Infrared Night Vision,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Download Mobile app,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Write Write a reviewAsk Write a question,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
00DAYS02HRS14MINS1211SEC,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
RegionBracket Right,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Boxster Remotes,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
24 people have purchased this wine today today,Product detail,Social Proof,Activity Notification,Product Page,1.0
Rare Book Conditions,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
hurry Less than 10 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
I DO N'T LIKE NO FREE GIFTS NO THANKS,Popup,Misdirection,Confirmshaming,Product Page,1.0
We do n't give out your do details to details third parties,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
short Sleeve T-Shirts,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
ONLY 13 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
person in person Yanchep bought a 52mm Boost mechanical 'Performance Boost Gauge Blue/White nine mechanical seconds person ago,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Tires,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
person in in Egypt bought,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
mark in Richmond hill United States purchased a United Fugoo Tough Tough 11 minutes ago,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Bearded Dragon Substrates,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Toddler Girl and Jumpsuits and Rompers,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
enable cookies to enable use to the shopping cart,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Women 's 's Go-Tos,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
This genuine Spanish weekend espadrille the impressed our buyers so much they ordered them in a assortment of gorgeous colors With its for uncomplicated design plush leather sole the and a practical platform wedge you 'll have a difficult time acquiring through the the warmer months months without them They 're perfect for the beach casual weekend barbeques or brunch uncomplicated with the girls,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
hurry DO N'T MISS THIS DEAL DAYS 0 one SECONDS HRS one two MINS one three one SECONDS,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
no I 'd rather pay full monetary_value,Popup,Misdirection,Confirmshaming,Product Page,1.0
Shopping with JD,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
all Brands A-Z,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
Light Care Blue Regular Fit Single Cuff Blue Easy Cuff Care Shirt,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Crop Tops,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Photography Photography Projector,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Salt Bender Tank and Shorts and Combo,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Diamond Nose Studs,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
military discount,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Customize your telephone with Customize hundreds of grips cases wallets and hundreds more,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
5338 people viewed this people in the last hour,Cart,Social Proof,Activity Notification,Product Page,1.0
Only one stock item left in left stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Add Wish to Wish List Add to Compare,After adding to cart you're shown a full page popup,Not Dark Pattern,Not Applicable,Product Page,0.0
no a Thanks I do n't want a discount discount,Popup,Misdirection,Confirmshaming,Product Page,1.0
handiness In Stock Hurry Only eight Only Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Italy € EUR,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
politics legislation And legislation,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
fewer left than five left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
gift Collection Cards Collection,Cart,Not Dark Pattern,Not Applicable,Product Page,0.0
no Thanks I prefer paying full I monetary_value,Popup,Misdirection,Confirmshaming,Product Page,1.0
We guarantee to match a online lower online online monetary_value,Banner,Scarcity,Limited-time Message,Product Page,1.0
Hurry time before it is gone Limited time remaining,Product detail,Urgency,Limited-time Message,Product Page,1.0
Keith Illinois in Champaign Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Select your size below and comes we 'll email you if it comes back in it stock,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only 867 867 left,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
about Cheryl 's Business Cheryl Gifts,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only two units left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
You can either livechat support or email concerns our support team with or any or questions or concerns We are either always ready to help,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only one item left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Synthesis E-MTB Alloy Rear Wheel,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
LIMITED TIME TIME TIME DEAL,Product detail,Urgency,Limited-time Message,Product Page,1.0
Only available three available,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only one left in online stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Great for radiance,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Learn More,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Paper Pads & & Blocks Toggle class Paper Pads & Blocks,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
hurry Almost Sold hurry Out,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only left two copies copies left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Christmas Craft Ideas,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Limited Quantity Quantity Available,Product detail,Scarcity,Low-stock Message,Product Page,1.0
no Thanks I Do n't like exclusive n't Offers,Popup,Misdirection,Confirmshaming,Product Page,1.0
Trey in Sparta United States purchased Stealth about Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
two two items two left,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
PomeloFashion AsiaOn born in AsiaOn on tendency on-line on the the go,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
available two only two two available left,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
person in San bought diego bought United United States just bought Gemfield Watch 15 days ago,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Cowgirls,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Rs INR,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
+,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
If I emailed you how much If I love much each New_Jersey you ’ d have an much essay coming your manner,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Shirts Blouses & Blouses,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
JFN Ladies Slip-On Flat Dirty Embroidered Slip-On Dirty Shoes Vintage Thong Sandals,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
