text,Comment,Pattern Category,Pattern Type,Where in website?,label
Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,69.99 becomes 90.61. Shipping charges are not disclosed until the end.,Sneaking,Hidden Costs,Checkout Process,1
,"Shipping is free at the final step but service and handling charges are $13.99, which is not advertised before",Sneaking,Hidden Costs,Product Page,1
,,Sneaking,Hidden Costs,Checkout Process,1
Order Subtotal $19.99 Standard Delivery $12.99 Care & Handling $2.99 Tax $2.38 Total $38.35 Savings Today $10.00,19.99 becomes 38.35. Care and handling is not disclosed. The others are disclosed in small gray font.,Sneaking,Hidden Costs,Checkout Process,1
Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69,38 becomes 55,Sneaking,Hidden Costs,Checkout Process,1
,"At first ""passport"" seems like a one time deal but on the cart page, membership is shown for the first time. On clicking passport on the product page, the fine print describes auto renewal. Doesn't disclose the recurring nature even in cart.",Sneaking,Hidden Subscription,Product Page,1
,"Calls it a ""routine"" but is a recurring subscription which is demphasized",Sneaking,Hidden Subscription,Product Page,1
,"At first ""passport"" seems like a one time deal but on the cart page, membership is shown for the first time. On clicking passport on the product page, the fine print describes auto renewal. Doesn't disclose the recurring nature even in cart.",Sneaking,Hidden Subscription,Product Page,1
Free 60 day VIP trial membership with this order. Cancel anytime.,Doesn't tell you about the recurring charge for the membership,Sneaking,Hidden Subscription,Cart Page,1
,Doesn't tell you that the products will auto-ship up front,Sneaking,Hidden Subscription,Product Page,1
,"Shows you prices in the popup based on your current product selection. However, doesn't disclose the recurring membership until the cart page in gray text.",Sneaking,Hidden Subscription,Product Page,1
,Delivery club. Doesn't make it clear you're in a subscription.,Sneaking,Hidden Subscription,Cart Page,1
"WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.","Says ""free"" but is paid",Sneaking,Hidden Subscription,Checkout Process,1
"◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.",You end up with a renewing ifit membership which is not disclosed. It only states that you receive a 1-year iFit membership,Sneaking,Hidden Subscription,Product Page,1
"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",Doesn't tell you about the recurring charge until final review.,Sneaking,Hidden Subscription,Product Page,1
,"Doesn't disclose recurring charge. Calls it ""rewards"" at first, switches to membership next but doesn't disclose charges.",Sneaking,Hidden Subscription,Product Page,1
,"Shows you prices in the popup based on your current product selection. However, doesn't disclose the recurring membership until the cart page in gray text.",Sneaking,Hidden Subscription,Product Page,1
"1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.",Free netflix that recurs,Sneaking,Hidden Subscription,Product Page,1
Enjoy FREE shipping with WSJwine Advantage,"Clicking on the offer for free shipping without clicking ""learn more"" doesn't reveal additional costs",Sneaking,Hidden Subscription,Product Page,1
Selling fast!,Product image,Scarcity,High-demand Message,Product Page,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Cart Page,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
"An item you ordered is in high demand. No worries, we have reserved your order.","Conversion pirate plugin, resets",Scarcity,High-demand Message,Checkout Process,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
Will sell out fast!,Product detail,Scarcity,High-demand Message,Product Page,1
Strong demand! Complete your order before it's too late!,Shown for all products,Scarcity,High-demand Message,Checkout Process,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Conversion pirate,Scarcity,High-demand Message,Checkout Process,1
Items in your cart are in VERY high-demand.,Shown for all products,Scarcity,High-demand Message,Product Page,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
Items in your cart are in high demand.,Shown for all products,Scarcity,High-demand Message,Cart Page,1
Extremely high demand: expect 2-4 weeks for it to arrive (to be safe). Limit 4 per person!,Shown for all products,Scarcity,High-demand Message,Product Page,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
High demand,Product detail,Scarcity,High-demand Message,Product Page,1
HIGH DEMAND,Product detail,Scarcity,High-demand Message,Product Page,1
"An item you ordered is in high demand. No worries, we have prioritized your order.",Shown for all products,Scarcity,High-demand Message,Cart Page,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
This item is in high demand.,Below ATC button,Scarcity,High-demand Message,Product Page,1
"Sorry, this is out of stock. You just missed it.",Makes it seem like you just missed out on the product.  Popup appears when you land on a product that's out of stock.,Scarcity,High-demand Message,Product Page,1
Items in your cart are selling fast,Popup. Shown for all produts.,Scarcity,High-demand Message,Cart Page,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products.,Scarcity,High-demand Message,Checkout Process,1
Items in your cart are in high demand. But we have reserved your order.,Shown for all products,Scarcity,High-demand Message,Cart Page,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products.,Scarcity,High-demand Message,Checkout Process,1
"ONCE IT'S GONE, IT'S GONE",Product detail,Scarcity,High-demand Message,Product Page,1
"ONCE IT'S GONE, IT'S GONE",Product detail,Scarcity,High-demand Message,Product Page,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all produts,Scarcity,High-demand Message,Checkout Process,1
SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.,See message on hovering long over add to cart. The message appears only after you've scrolled down the page first. Shown for all products.,Scarcity,High-demand Message,Product Page,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
"Items in your cart are in high demand, but we have reserved your order.",Banner. Shown for all products.,Scarcity,High-demand Message,Cart Page,1
"Our items sell fast, don't miss out!",Popup,Scarcity,High-demand Message,Cart Page,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Cart Page,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all items.,Scarcity,High-demand Message,Checkout Process,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
AN ITEM IN YOUR CART IS SELLING OUT QUICKLY,Popup in cart if you wait or try to leave the page,Scarcity,High-demand Message,Cart Page,1
IN HIGH DEMAND!,Below product image. Shown for nearly all products.,Scarcity,High-demand Message,Product Page,1
"An item you ordered is in high demand. No worries, we have prioritized your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products.,Scarcity,High-demand Message,Checkout Process,1
"Hurry, this style is selling fast!",Product detail,Scarcity,High-demand Message,Product Page,1
In demand,Product detail,Scarcity,High-demand Message,Product Page,1
"Due To HIGH Demand, Cart Expires In: 08:41",Shown for all products,Scarcity,High-demand Message,Cart Page,1
Selling Fast,Product detail. Shown for all products.,Scarcity,High-demand Message,Product Page,1
"Hurry, this style is selling fast!",Product detail,Scarcity,High-demand Message,Product Page,1
LIMITED OFFER: $125 Off + 2 Free Pillows,Product detail,Urgency,Limited-time Message,Product Page,1
Sale ends soon,No deadline,Urgency,Limited-time Message,Product Page,1
* Limited Time Offer *\nFREE\nTLPWR1 Test Leads!,Product detail,Urgency,Limited-time Message,Product Page,1
"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo",Product detail,Urgency,Limited-time Message,Product Page,1
LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!,Banner,Urgency,Limited-time Message,Product Page,1
FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,Banner,Urgency,Limited-time Message,Product Page,1
"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",Product detail,Urgency,Limited-time Message,Product Page,1
Limited Time Offer,Product detail,Urgency,Limited-time Message,Product Page,1
Limited time offer,Product detail,Urgency,Limited-time Message,Product Page,1
Limited time offer,Product detail,Urgency,Limited-time Message,Product Page,1
"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",Banner/Popup,Urgency,Limited-time Message,Product Page,1
"Now 30% off - hurry, limited time offer!",Product detail,Urgency,Limited-time Message,Product Page,1
LIMITED TIME DEAL!,Product detail,Urgency,Limited-time Message,Product Page,1
Wait! Take 10% off Your First Order Deal Expires Soon!,Popup,Urgency,Limited-time Message,Cart Page,1
LIMITED TIME SALE,Produt detail,Urgency,Limited-time Message,Product Page,1
ONLY AVAILABLE FOR A LIMITED TIME,Product detail,Urgency,Limited-time Message,Product Page,1
50% OFF for Limited Time Only!!!,Product detail,Urgency,Limited-time Message,Product Page,1
"Only available for a LIMITED TIME, so get yours TODAY!",Product detail,Urgency,Limited-time Message,Product Page,1
LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*,Banner,Urgency,Limited-time Message,Product Page,1
Ends Sunday! $200 off any mattress . free shipping & free returns!,Been repeating this sale for a long time. See webarchive data here: https://web.archive.org/web/*/https://www.amerisleep.com/,Urgency,Limited-time Message,Product Page,1
Act now and save $12.99. Limited time only!,Product detail,Urgency,Limited-time Message,Product Page,1
"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",Product detail,Urgency,Limited-time Message,Product Page,1
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,Product detail,Urgency,Limited-time Message,Product Page,1
ON SALE AT $1.99 FOR A LIMITED TIME,Product detail,Urgency,Limited-time Message,Product Page,1
LIMITED TIME: FREE SHIPPING LOWERED TO ORDERS OVER $69.95!,Banner,Urgency,Limited-time Message,Product Page,1
"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",Banner,Urgency,Limited-time Message,Product Page,1
Sale ends soon:,No deadline,Urgency,Limited-time Message,Product Page,1
FOR A LIMITED TIME ONLY,Product detail,Urgency,Limited-time Message,Product Page,1
Limited Time Promo $194.00,Product detail,Urgency,Limited-time Message,Product Page,1
Limited Time Offer!,All products on sale? No deadline.,Urgency,Limited-time Message,Product Page,1
LIMITED TIME ONLY: FREE SHIPPING TO SELECT COUNTRIES ON ORDERS OVER $100!,Banner,Urgency,Limited-time Message,Product Page,1
